Id,Comment
@user-nc7gt2eh2g,와 ㄹㅇ 학교 공연에서 반애들몇명끼리 비바라비다 부른데서 내가 북이랑 종 동시에 치는거 했는데 왜 저렇게 고개 휘적휘적하면서 치는지 알거같음 한번 놓치면 바로 뇌정지와서 ㅈ됨ㅋㅋㅋㅋ
@user-tp8ph7wq9w,폰화면 유튜브로 보는 나도 볼때마다 소름이돋는데 저기 있던 사람들 진짜 부럽다 와
@user-sl2sg2qq8b,이 한곡 때문에 콘서트 가고 싶어졌다.
@ecometro,개인적으로 이런 명곡은 진짜 원곡자가 불렀을때가 가장 지리는듯 얼마전 유튭에서 슈퍼밴드 무대하고는 스케일을 떠나서 곡의 주인은 나다 하는 느낌이 강하다.. 아무리 좋은 구성과 편곡을 들이 밀어도 그 곡의 주인은 원곡자여라..
@user-vo3xs6ix6x,콜드플레이 지금 한국이니까 갈땐 가더라도 유희열의 스케치북은 제발 찍고가
@user-lb3bq8uk6p,잘듣고갑니다
@user-cj3dk4bp6n,1시간 올려주세요
@user-nu8qw2wx2l,시험 치는사람 모두 기 받아가셈~
@user-jl4gw3ez6s,"비바라비다는 인생만세라는 제목과 떼창을 유도하는 음률과 반대로, 가사는 몰락 왕의 이야기로 냉소를 퍼붓는다 J/헤롯 요한 살로메 삼각관계/빌라도/베드로/바울/소돔고모라/반석, 모래 집/루이16세 등의 이야기가 연속해서 은유적으로 등장하는데 명곡을 넘어서 엄청난 인문학적 가치의 작품 아닐까"
@rich725644,큰북  소리가  이렇게 좋았었는지  이제 알았다   영상 즐감했습니다  .감사합니다  콜드플레이최고
@lemonjusam,어렸을때는 마냥 웅장한 노래였다고 생각했는데 나이먹고 보니 되게 슬픈 노래네요..
@user-lo7hn8pk4s,코로나때문에 뭔가 저렇게 콘서트를하고 다같이 떼창하고있는 모습만 봐도 알수없는 감정이
@presentyoo,내 버킷리스트중 하나가 콜드플레이 공연보는거다..
@Stevan-ll9fr,완전 내가 좋아하는 내노래네~~~^^
@DNH-hh9qx,몇년이 지나도 지겹지도 않고 명곡임 게다가 눈물남 설마했던 암울기가 올줄은 생각도 못함
@user-hp4em3jn4k,이노래만 들으면 가슴이 벅차오르는데 저기 콘서트가면 그냥 정줄놓고 가수랑 다같이 미쳐서 즐길듯 3:14 최애부분
@user-nz8wk4fs5m,분명 신나는데 왠지 모르게 공허한 느낌이다...쫒겨난왕과 새로 즉위하는 왕 가사 진짜 잘 쓴거같음
@anyeone4872,아 다 좋지만 첫부분부터 1분 30초 정도까지 모든 제스처의 유기적인 흐름? 너무 좋음… 하나도 빠짐없이 주옥같다…
@hyesunglee4979,이 노래는  무슨일이 해결되고 들으면 용기를 준다.
@jgbong,음악은 비루할지도 모르는 우리의 삶을 영화로 만들어줍니다.
@seoeyo,와 미쳤다 작년 9월에 축제에서 어떤 학생이 바이올린으로 연주한 개띵곡 도입부가 며칠동안 귀에서 계속 맴돌아서 그 노래가 뭔지 몇날몇일을 찾았었는데 반년이 지난 지금에서야 샤워하면서 clocks 듣다가 자동재생으로 비바라비다로 넘어갔는데 들어보니까 그 노래가 콜드플레이 비바라비다였는지 알게 됐네 온몸에 소름 돋는다 진짜ㅠㅠㅠㅠㅠㅠㅠ 눈물난다 증말 ..
@user-wf5us2iv8v,호흡조절하며 뛰는 프로중에프로~
@jazz0104,띵곡이란.. 이런것..
@john____k0410,죽기전에 해야할 것coldplay 내한공연가기
@user-io1ox1io7f,"한국대중가요 99%가 사랑,이별노랜데 그런것만 듣다가 팝송들으면 가사 좋은곡들 많구나싶음"
@dnvkd92,이런 거 보면 눈물남
@user-js9cm4el4g,가슴이 웅장해져서 미치겠슴.. ㅜㅜ
@user-ks7pz4vi7n,0:00 영화의 한장면 같다
@bear_cannot_live_in_one_house,한 20년 지나면 보헤미안 랩소디처럼 영화 나오겠네 이 무대 똑같이 재현하는걸로
@mj-rq1hh,팝송 잘 모르지만 이 노래는 너무 개슴이 웅장해진다ㅠㅠ 20살에 군복무중인데 힐링되네ㅠㅠ
@pus0509,진짜 최고의 라이브 무대다. 관중들은 진짜 신날듯.
@user-vf4cp5pv2m,이런 가사를 한국어로 쓰면...화려한 조명이 나를 감싸네..?
@user-tj2mc5mu5m,다신 못올밴드같아서 이틀전부 갔다왔는데 돈 정말잘쓴거 같다
@user-xb4qf1kb5c,들을 때마다 소름돋ㅇㅁ
@user-qg1xl5kw3b,감성폭발
@sugarpremium4547,저렇게 꽉찬 스타디움에서 다시 뛸 수 있는날이 오기만을 기다린다... 스포츠든 노래든 게임이든 같이 다같이 모여서 즐기고 싶다 진짜
@eunseo08joe20,콜드플레이의 콘서트 영상을 보니 가슴이 뛰네요. 다시 내한해줬으면 좋겠습니다. 이 노래는 다시 들어도 명곡인것같아요
@user-xi8ng3xn7k,최고의 엔딩이 떠오르는 곡
@iro44,아 너무 좋다
@user-hm3eq5no1z,웅장해진다….다시 이런공연을 보는 날이 오기를 제발~~~
@myfrienddada8989,진짜 가슴까지 뻥 뚫리는 기분 너무 멋있음
@TK-wi3bh,한참 전에 본 영상인데.....코로나 확진되고나서 방구석에서 보니까 더 새롭네요...ㅠㅠ
@jjm8948,"예전  베를린 장벽 허물때    스콜피온스가 부른 ""윈드어브체인지"" 같은 그런  역사를  어우르는  음악같네요 정말 코로나 종식되는날 전세계  떼창 했음 좋겠어요"
@SLn_1215,하…이 웅장한 비트 사운드와 크고 우람하고 아름다운 스타디움…거기에 관중들의 환호성까지…이래서 내가 이걸 못끊지..
@ibel5984,뭔가 감동이다 시간을되돌려서 코로나가 없게 만들고 저공연에가서 보고싶네
@Tourismmj,I keep watching and listening to music!  Incredible!!!!
@user-qg7gk2qk9y,노래 좋으네요..
@user-hw8nv9le8l,왕이 물러나는 내용이지만 왕으로 올라갈때 들으면 더 좋을노래.
@chl6548,와 이런 가슴울리는 느낌 오랜만이다 ...
@user-is2ex8gu9u,영원하리라~~~
@rlatnals9191,가사가 진짜 지린다
@spspkj,이런 무대를 한번만이라도 공연해보면 진짜 그 자리서 죽어도 여한이 없을듯 ㄹㅇ
@user-tt2oy2th7p,여러라이브영상중 이게 진짜 짱인듯 무대며 가수며 관객이며  가사에 대한 해석이며
@chabori3540,1:03 이 분 열정이 느껴져서 너무 좋다.
@jindao600,가사 미쳤다. 이로써 콜플은 진정한 왕이 되었다.
@user-lf8de2cx1b,왕의 파멸 정말 잘 나타냇다
@rasun531,3:13 인류 노래 역사상 가장 위대한 파트
@user-ov4ud8xg3n,보통 노래들 들으면 별 감흥없이 듣는데 이건 진짜 전율이..와..사람한테 이런 노래가 나오다니…인간이 얼마나 대단한지 느낄수 있었다..
@user-dt7bm5ep4r,벅차오름이라는 감정을 영상으로 표현한거같애
@user-st3cz7ds5h,ㄹㅇ 노래 들으면서 가사까지 같이 읽으면 영화 보는 것처럼 가슴이 웅장해짐 가사가 또 스토리가 있어서 그 장면을 저절로 상상하면서 듣게 됨
@user-bg2yj5jp6j,좋아요 누르면 시험 1등급~~
@user-jq6uz5vv1w,코시국이 한장이던 어느 우울한 저녁 이 노래듣고 세포가 깨어나는 느낌이 들었어요. 음악의 힘을 깨닫던 순간.
@user-tl1ff5pf7v,역시  영미얌
@kyujin2902,비트자체가 심장을 울리는 명곡
@user-hd2dy9fb3e,북치는게 얼마나 힘드나 싶어서  침대 쾅쾅 치면서 노래들었는데 정줄 놓고 치는 이유 알겠음
@user-vp4hs2rx6v,심장뛰고 결국엔 뜨거운 눈물이 나오는 내 영혼의 뮤직
@user-ds3zg5tj1z,지금 이 띵곡을 들은 나 자신...하찮다안 안니 이런 띵곡을 지금 듣고 있자나ㅠㅠㅠㅠㅜㅠ
@user-xu8lk2uy6t,이 노래는 음원으로 들어도 좋지만 역시 이 영상이 최고인 것 같다 영상을 보며 느끼는 심장의 두근거림과 웅장함은 음원과 비교도 할 수 없어
@misuktv,신나는 음악! 관객의 함성이 그리워 지네요. 코로나가 지나면  멋진 무대!  다시 볼수 있겠죠!
@user-xr3sq1xd8g,저기있는 사람들은 평생 저 장면을 잊기 못하겠다..!! 부럽다..ㅠ
@user-mv2wj9rt2j,가슴 벅차다...지구인으로 이 별에 태어난 걸 감사히 여긴다..
@user-gg5ue2js9i,아름다운 멜로디와 시적인 의미를둔 가사까지.. 너무 아름답다
@bigdataanalysisresult,빅 데이터 분석결과. 위대한 쇼맨으로 웅장해진 가슴을 터뜨리러 오는곳
@korea8289,그저 레전드
@user-xu6fv4ro3s,우울할때마다 듣는 노래..
@user-wo8pb9wv1r,와~~~~~~~~~~~~~!! 소리질러~~~~~~~~~~~~~~! ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 넘넘 감동이에요 ㅠㅠㅠㅠ 이렇게 영광스러운 무대 볼 수 있게 해주셔서 감사하고 자막까지 달아주셔서 감사합니다 흑흑흐긓그 흑흐긓 ㅠㅠㅠㅠㅠ 외쳐 갓드플레이~!~!~~!~!~!~!~~!~
@yoyoyo88897,여러분 새해 복 많이 받으세요
@TV-ko4nk,레전드!!
@ssolhan1842,몰락한 왕의 한 평생을 되돌아 보는 듯한 가사가 왕의 슬픔과 그 때의 이야기를 후련하게 털어놓는 기분도 드네요
@user-nu7ph5js8p,궁금해 하신분들이 있을까봐 적어요 2:52 이부분에서 성베드로가 내이름을 부르지 않겠지 라는 뜻은 예수님께서 성베드로에게 천국으로 가는 열쇠를 주고 그 열쇠로 사람들을 천국으로 데려오라고 하셨어요. 그래서 가사에서 왕의 부패해서 부르지않는다는거죠 즉 천국은 못간다 이말입니다 긴글 읽어주셔서 감사합니다
@wowls9570,와 진짜 너무 멋있어서 들으면서 공부하려다가 때려치고 보면서 듣는중...ㅋㅋㅋ 진짜 너무 좋고
@user-cn5uh1lv1c,너무신나는 노래
@efff7342,들을 때마다 가슴 벅차게 하는 노래
@user-rl4vh6fs2g,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king! One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king? I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
@DynamicLD,라이브로 북치는게 왜이렇게 좋지
@user-yx8dj9yx1l,노래가 힘을나게 하네요
@user-ix8xs8bi1s,이건 못 참지
@tongdarknara83,사랑하는 사람이 매일아침 듣고 힘내는 곡^^ 매일매일 힘낼수 있길..
@user-gd5uh3we4j,콜플 최애곡 Viva La Vida 언제 들어도 좋다. 나온지 꽤 됐는데도 아직까지 즐겨 찾아듣는 곡 ㅠ 영상 감사합니다 ~
@jinkim3479,진짜 개 웅장해서 소름...
@thisis52,같은 주파수를 들을 수 있는 지구인이라면 전율이 돋을 수밖에 없는 무대다 진짜
@user-hd1mv1gn5o,요오즘에도 듣는사람 출첵
@user-lu5qk9in4c,어떤 느낌일까 저렇게 많은 사람들이 정말 즐거워하며 자신에게 환호하며 지켜보는 모습을 보는 저 주인공은 어떤 느낌일까
@user-jl3bb6fy8l,넘귀염
@user-cz8tw8zm4g,대한민국 16강 기념 ㅊㅋ기념으로 들으러 왔습니다...^^대한민국 축구 홧팅!!
@bono3074,0:07초 비트에 맞춰서 점프 뛰는거 실화냐 개부럽다ㅜㅜ
@user-ks7yz3cv1i,저분들 코로나 끝나고 내한공연 함 모셔야함. 그래야 K-때창으로 혼쭐을 내주지
@coconutgaribi5823,너무좋당..
@970901,가사가 시편 느낌도 나고 프랑스혁명 생각도 나고 인생만세란 뜻이지만 인생무상 느낌도 나고 매력있네
@user-ze2zi2cr6y,많은 노래들을 들으며 눈물이 끊이지 않은적은 정말 많았지만 방금 이 노래를 처음 들었을때처럼 소름이 끊이지 않은적은 진짜 처음임. 노래로 최면을 건건지 진짜 내가 저 무대에 서있는것처럼 가슴에서 웅장함을 느끼고 저 사람에게 이입을해서 무대를 즐기는듯한 느낌이 들었음. 이걸 쓰는 와중에도 온몸에 소름이 가시질 않음.
@user-ug1cg3rr6n,코로나 : 난 세상을 지배했었지
@oops-fell-downed,성베드로가 내이름을 부르진 않겠지 = 난 천국엔 못갈거야 베드로는 예수님한테 천국의열쇠를 받았고 그앞을 지키고있다고 여겨진다는군요
@user-wf3cl2mx8o,2008년에 나왔다니... 나 두 살땐데...가슴이 웅장해진다
@user-bu8df2fp6v,이 노래의 숨은 레전드는 북치는 분이라면서요..
@user-ob2wf7bb8k,헐 뭐야 님들 왜 여깄음? 나만 보러온 게 아녔네 ㅋㅋ
@sun_1927,몸이 엄청나게 찌릿찌릿 합니다. 전율이 진짜 몸이 터질만큼 오네요...
@user-ph3kq7pf4i,힘이 솟는다!!
@user-berunaruberuberu,한번도 못본 사람은 있어도 한번만 본 사람은 없는 영상
@user-cc9qp7jy9w,3:11 씨발 진짜 이장면에서 갑자기 웃음 나오면서 눈물나오네 별 주책이다;;;;
@chilla7775,화려했던 과거에 대한 향수...2010년대를 이끌었던 정서가 아닐까 싶다...디즈니의 과거 명작에 대한 실사판의 흥행도 이에대한 증거라고 보임..
@user-in6qd1fb2p,Amazing ! This music made me happy .
@user-fc8xi8dc8b,노래가 나온지 꽤 되었는데 언제 들어도 좋네요
@tykim444,맨 뒤에 북치는 대머리 아저씨 사랑스럽다는 댓글 어디갔냐 우울할때 마다 와서 웃고 갔는데..  내가 써야겠네  맨뒤에서 박자도 안 틀리고 치는 대머리 아저씨 너무 사랑스럽다 정말 '모'자람이 없어..
@user-fs5wf5bj9l,내한오면 더크게 부를수있어요ㅜㅜㅠ 코로나 빨리끝나서 공연가고싶다 하ㅜㅠㅜ
@Kelly-vy4ov,우리 아빠 최애곡
@jerryyoun3168,2019년 4월 마지막주네... 다들 화이팅
@agneskim4449,한편으론 덧없는 것들에 대해 노래하는 것 같아요. 모래위 지어진 성처럼 근사해보이지만 덧없는 것들..하지만 그것을 슬프게 바라보는 것이 아니라 흘러간 과거처럼 그저 바라보는 듯한 느낌이에요.
@user-nn3ju4hu5r,1년전 마음이 너무 힘들때가 있었는데 이노래 들으면서 마음 가다듬고 했었어요 매일 출발하기전에 노래듣고 마음 가다듬고 오늘도 열심히 해보자며.... 덕분인지 지금은 주변상황도 내 몸도 마음도 많이 나아졌어요 저에겐 아침의 희망곡이네요^^
@Luke-yd8sn,유툽 최고의 영상! 단언컨데 유툽아니면 절대 못볼 영상!!
@user-dg1cf2jr8x,콜플 언제 또 와..?? 나 못 갔단 말이야... 얼른 내한해 죽을 거 같아... 내가 집에서 매일매일 1인 콘서트 개최해야겠냐구ㅜㅜ우우ㅠㅠㅜㅜ
@user-sc2ut3rp4i,오늘도 알수없는 알고리즘에     는 나발이고 진짜 개띵곡이다....
@Tv-tw5vg,와 대단하시네여  ㅎㅎ
@user-hz7tt8ql5e,아~콘서트 가고 싶다 언제쯤 맘편히 갈수 있을까
@lanceprettna4475,누가 그랬는데 이 곡은 오래될 수록 와인처럼 더 좋아진다고
@SabuKim,개인적으로 보헤미안 랩소디처럼 콜드플레이도 영화로 보고 싶다... 다들 영화관에서 오오오오오~ 하는거 생각하니까 기대가 된다.
@KAS1A0616,멋지다..
@kaisy1,이영상은 진짜 주기적으로 보러와야함
@dojugi123,제목만 보고 어떤 노래인지 몰랐는데 영상 틀어서 들어보니 아! 이노래였구나 할정도로 유명한 곡이죠 ㅎㅎ 콜드플레이 정말 너무 멋있고 노래도 너무 신나고 행복해지게 만들어주시는것 같아요 너무 잘 듣고 가요 ㅠ 항상 응원합니다 ㅎㅎ
@8_Ball_J,무대가 너무 간절한 상태인데 이 영상만 보면 뭔가 벅차다 처음 이 영상을 봤을 땐 부러웠는데 이제는 부러움을 넘어서서 내가 과연 무대를 섰을 때 저런 음악을 할 수 있을까 싶어졌다 뭔가 다 내 자신이 못미덥고 노력으로 이뤄낸 저 무대를 하는 콜드 플레이가 너무나도 대단하고 존경스럽다 저런 무대를 해볼 수 있을까
@soonsangryu1421,이노래겁나좋아
@user-qu2yp5mz5h,코로나 언제 종식이 될지 모르지만 콜드 공연 가고 싶네요 ~~^^ 한국에 다시 한번 와주세요 ~<^^
@Yoenhee_01,버킷리스트: 1. 콜드플레이 콘서트 가기
@user-eb7hk8cz9r,저렇게 마스크 안쓰고 콘서트 다같이 즐길때가 그립다...
@kjj9178,가사가 미쳤네 이야...저런 느낌?에 중세영화 한편 없나
@user-oq8ut4yc5t,콜드플레이 이 사람을 진짜 산으로 부를수 있습니다 존경합니다
@jyan290,3:01 몇번을 돌려보는지 모르겠다... 팝송 듣다가 지금 못 빠져 나가고 있어ㅠㅠㅠㅠㅠ 콜드플레이 콘서트 내 버킷리스트에 넣었음
@user-ky4kr6uh6o,이 노래 전지적 박근혜 시점이라는 댓글 어디갔냐
@good-corn,이게 2008년 노래라니.. 믿을수가 없다… 내가 태어난해랑 같은 해라니….. 너무 멋있어ㄷㄷ
@user-pr9zr2ni4p,오늘도 이노래 들으러 왔어요..아직 인생이 힘드네요 ㅎㅎ
@user-gg6zj8xk1n,죽기 전에 콜드플레이 공연 가서 오오오오오 해보고 싶다 이건 진짜..
@jwoo6329,내일 시험 합격 하고 돌아오겠습니다! VIVA LA VIDA!
@GANG_DO,길 걸으면서 들으면 길에 레드카펫이 깔리는 느낌을 받을 수 있습니다!
@junghokim940,어제 라이브콘서트 봤는데 이곡 부를 때 진짜 직관했음 좋았겠다 싶었어요 ㅠㅜ 코로나 빨리 사라져버려라~
@user-oc1km1ld4d,진짜 벅차오름이란게 이런거지 ㅠㅠㅠ 그냥 이 영상속 모든게 행복해진다... 노래를 듣고 무대는 보는 관객도 노래를 부르고 같이 뛰는 콜드플레이도 열심히 북치는 아저씨도 모두 너무 행복하고 즐거워 보임. 에너지가 영상 너머 나한테까지 전해진다..크으으
@user-pl9bq6ox4v,진짜 노래개잘뽑고 가사도지림. 진짜 댓글이 말한것처럼 중세왕기분.
@Rockstar.99,슬픈 멜로디도 루즈한 박자도 아닌데 이상하게 눈물부터 나오는 노래 나는 이 노래로 밝은 멜로디와 쿵 쿵 울리는 북에 맞춰 눈물 터뜨리는 법을 배웠다
@risu00,가슴이 벅차오르는 전주 1위
@yileylee6619,02:08 누나는 똥을 싸 냄비에~
@wonkim7951,"코로나 바이러스가 지구상에서 사라지는 그 날, 전세계 모든 인류가 함께 소리칠 것 같은 노래.."
@user-un6gd7od4l,가슴이 웅장해진다..
@soeonpark8849,진짜ㅜ 콘서트 기 빨려서 웬만한건 별 생각 없는데 이 노래만은 가서 목 터져라 부르고싶다 .. 공연도 너무 못가니까 가고싶고
@shay9237,드럼이 극한직업인 밴드중 하나 힘내세요 챔피언...
@user-cc9cp2sp9s,하현상팀 덕분에 콜드플레이 원곡을 들어보네요. 원곡에서는 북소리가 인상적이네요.
@user-lb1ze2lg1u,따라할 수 있는게 비록 우오와오오 밖에 없지만 제일 좋아하는 노래
@user-sr6uj1gm7x,나는 이노래가 너무 좋습니다
@methodoflogic7513,이노래의 스토리는 한때 세상을 지배하던 자가 그 누구보다 낮아지고 (몰락) 그 사람의 관점에서 세상을 바라보는데서 시작한다. 이로써 세상과 힘 그리고 삶의 허무함을 노래하고있다.  ※Coldplay 왈 가사를 고민하던중 i used to rule the world(난 세상을 지배하곤했었다)가 뇌리에 스쳐 지나갔고 그걸 바탕으로 노래를 만든것이 바로 viva la vida이다.  그리고 i know Saint Peter won't call my name (나는 성베드로가 내이름을 부르지 않을것을 안다.)라는 가사에 숨겨진 뜻이 있다. 성베드로는 천국의 열쇠를 지닌 수문장으로 묘사되곤 하는데 베드로가 이름을 부르지 않는다는 것은 천국으로 갈 수 없다는 뜻으로 해석이된다.
@jayk4762,음식을 포기하고 음악을 선택한 영국 아티스트들은 먹을만한게 없어서 헝그리 정신으로 작곡했나보네
@strangeflavor9859,내가 콜드플레이면 나도 이영상 힘들때나 용기가 필요할 때마다 돌려볼듯
@user-rj6lp7qk6m,최고의 엔딩곡
@user-vl4ii5wy3e,"영어 가사   I used to rule the world  Seas would rise when I gave the word  Now in the morning I sleep alone  Sweep the streets I used to own  I used to roll the dice  Feel the fear in my enemy's eyes  Listen as the crowd would sing  Now the old King is dead,  long live the King  One minute I held the key  Next the walls were closed on me  And I discovered that my castles stand  Upon pillars of salt and pillars of sand   I hear Jerusalem bells a-ringing  Roman Cavalry choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  Once you'd gone there was never  Never an honest word  And that was when I ruled the world  It was the wicked and wild wind  Blew down the doors to let me in  Shattered windows and the sound of drums  People couldn't believe what I'd become Revolutionaries wait  For my head on a silver plate  Just a puppet on a lonely string  Oh who would ever want to be king?  I hear Jerusalem bells a-ringing  Roman Cavalry choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world  I hear Jerusalem bells a-ringing  Roman Cavalry choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world"
@jisoolee2719,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own  I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king!  One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand  I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field  For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world    It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king?  I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field  For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world  Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field  For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
@user-vn8hq3mq7w,진짜 띵곡….
@smzoo3638,미쳤냐고...... ㅜㅜ
@user-kd5hg6ld1q,1:05 콜드 플레이의 매력에  빠지면 이렇게되는건가
@user-dn4qm1zg2p,내가 꼭 가고싶었던 내한 : 아비치 지금 꼭 가고싶은 내한 : 콜드플레이 알렌워커 체인스모커스 마시멜로 마틴게릭스 데이비드게타 카이고 마룬 5
@Stevan-ll9fr,콜드플레이.노래좋네여.내가 원하는 노래네요~^^
@user-bs2cx8ko7y,내삶이 담긴노래같아서 더욱 애정이가는노래같다
@user-qp5gd6ff4x,크리스 마틴도 단명하면 전설로 남아서 영화가 나오겠지만 영화로 안나와도 되니까 오래오래 살아서 계속 좋은노래 들려줬으면 좋겠다
